latitude,longitude,altitude,geometry
55.798242,37.487505,,Point
55.744019,37.866558,,Point
55.759076,37.417284,,Point
55.759076,37.417284,,Point
55.886625,37.703972,,Point
55.886625,37.703972,,Point
55.748939,37.812668,,Point
55.516955,37.352039,,Point
55.843828,37.436598,,Point
55.842044,37.426869,,Point
55.616005,37.587946,,Point
55.616005,37.587946,,Point
55.671575,37.594351,,Point
55.750844,37.71133,,Point
55.793773,37.783464,,Point
55.87144,37.464356,,Point
55.665269,37.508804,,Point
55.674595,37.497548,,Point
55.856538,37.415442,,Point
55.808872,37.497746,,Point
55.808872,37.497746,,Point
55.848741,37.638737,,Point
55.645141,37.517132,,Point
55.686092,37.574705,,Point
55.775403,37.599471,,Point
55.635955,37.338017,,Point
55.622573,37.303162,,Point
55.846082,37.517841,,Point
55.645878,37.747379,,Point
55.645878,37.747379,,Point
55.645878,37.747379,,Point
55.645878,37.747379,,Point
55.645878,37.747379,,Point
55.645878,37.747379,,Point
55.645878,37.747379,,Point
55.645878,37.747379,,Point
55.645878,37.747379,,Point
55.645878,37.747379,,Point
55.645878,37.747379,,Point
55.645878,37.747379,,Point
55.645878,37.747379,,Point
55.645878,37.747379,,Point
55.76565,37.594926,,Point
55.76565,37.594926,,Point
55.76565,37.594926,,Point
55.76565,37.594926,,Point
55.4636,37.281854,,Point
55.4636,37.281854,,Point
55.4636,37.281854,,Point
55.780537,37.609928,,Point
55.74786,37.783626,,Point
55.644846,37.342364,,Point
55.703946,37.783222,,Point
55.769059,37.630715,,Point
55.867713,37.552741,,Point
55.867713,37.552741,,Point
55.867713,37.552741,,Point
55.75588,37.680086,,Point
55.75588,37.680086,,Point
55.75588,37.680086,,Point
55.648443,37.725415,,Point
55.648443,37.725415,,Point
55.648443,37.725415,,Point
55.648443,37.725415,,Point
55.648443,37.725415,,Point
55.648443,37.725415,,Point
55.648443,37.725415,,Point
55.648443,37.725415,,Point
55.777823,37.616566,,Point
55.777823,37.616566,,Point
55.774006,37.65161,,Point
55.79141,37.62448,,Point
55.622736,37.304815,,Point
55.622736,37.304815,,Point
55.84864,37.516745,,Point
55.760565,37.56194,,Point
55.901122,37.585296,,Point
55.779099,37.708167,,Point
55.868945,37.553648,,Point
55.868945,37.553648,,Point
55.71485,37.853084,,Point
55.515686,37.35433,,Point
55.515686,37.35433,,Point
55.823758,37.515425,,Point
55.823758,37.515425,,Point
55.874526,37.698169,,Point
55.890108,37.609002,,Point
55.679697,37.743795,,Point
55.759932,37.561275,,Point
55.609853,37.752975,,Point
55.609853,37.752975,,Point
55.725585,37.56759,,Point
55.725585,37.56759,,Point
56.315201,36.761325,,Point
55.779864,37.494755,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.615171,37.726906,,Point
55.615171,37.726906,,Point
55.615171,37.726906,,Point
55.615171,37.726906,,Point
55.615171,37.726906,,Point
55.615171,37.726906,,Point
55.615171,37.726906,,Point
55.615171,37.726906,,Point
55.615171,37.726906,,Point
55.419861,37.498788,,Point
55.755388,37.697981,,Point
55.755388,37.697981,,Point
55.755388,37.697981,,Point
55.774006,37.65161,,Point
55.774006,37.65161,,Point
55.806322,37.532888,,Point
55.624174,37.311229,,Point
55.624174,37.311229,,Point
55.864677,37.683428,,Point
55.684067,37.853182,,Point
55.723247,37.563521,,Point
55.723247,37.563521,,Point
55.723247,37.563521,,Point
55.723247,37.563521,,Point
55.723247,37.563521,,Point
55.723247,37.563521,,Point
55.686366,37.582152,,Point
55.725574,37.744801,,Point
55.63194,37.48322,,Point
55.63194,37.48322,,Point
55.734506,37.661033,,Point
55.734506,37.661033,,Point
55.856684,37.439778,,Point
55.856684,37.439778,,Point
55.856684,37.439778,,Point
55.856684,37.439778,,Point
55.856684,37.439778,,Point
55.856684,37.439778,,Point
55.893834,37.62281,,Point
55.893834,37.62281,,Point
55.893834,37.62281,,Point
55.778649,37.497764,,Point
55.857185,37.441619,,Point
55.857185,37.441619,,Point
55.857185,37.441619,,Point
55.857185,37.441619,,Point
55.857185,37.441619,,Point
55.741054,37.885207,,Point
55.724398,37.979171,,Point
55.536405,37.636715,,Point
55.830902,37.447494,,Point
55.830902,37.447494,,Point
55.830902,37.447494,,Point
55.830902,37.447494,,Point
55.605139,37.734776,,Point
55.605139,37.734776,,Point
55.605139,37.734776,,Point
55.605139,37.734776,,Point
55.605139,37.734776,,Point
55.807243,37.633751,,Point
55.803277,37.633257,,Point
55.803277,37.633257,,Point
55.906799,37.396452,,Point
55.89451,37.441898,,Point
55.894429,37.577696,,Point
55.629755,37.670465,,Point
55.629755,37.670465,,Point
55.629755,37.670465,,Point
55.629755,37.670465,,Point
55.629755,37.670465,,Point
55.629755,37.670465,,Point
55.629755,37.670465,,Point
55.821628,37.514904,,Point
55.821628,37.514904,,Point
55.821628,37.514904,,Point
55.821628,37.514904,,Point
55.821628,37.514904,,Point
55.841711,37.441763,,Point
55.841711,37.441763,,Point
55.742924,37.852599,,Point
55.742924,37.852599,,Point
55.742924,37.852599,,Point
55.717705,37.745007,,Point
55.717705,37.745007,,Point
55.717705,37.745007,,Point
55.590073,37.644082,,Point
55.771864,37.492689,,Point
55.771864,37.492689,,Point
55.856351,37.445527,,Point
55.856351,37.445527,,Point
55.856351,37.445527,,Point
55.856351,37.445527,,Point
55.856351,37.445527,,Point
55.856351,37.445527,,Point
55.857756,37.439427,,Point
55.857756,37.439427,,Point
55.857756,37.439427,,Point
55.857756,37.439427,,Point
55.671854,37.459011,,Point
55.657621,37.582143,,Point
55.773398,37.494521,,Point
55.773398,37.494521,,Point
55.773398,37.494521,,Point
55.740487,37.706712,,Point
55.740487,37.706712,,Point
55.737137,37.709901,,Point
55.737137,37.709901,,Point
55.711189,37.761051,,Point
55.709135,37.779512,,Point
55.701876,37.761312,,Point
55.701876,37.761312,,Point
55.701876,37.761312,,Point
55.647092,37.410448,,Point
55.57547,37.669037,,Point
55.710971,37.761761,,Point
55.881056,37.591701,,Point
55.727521,37.668201,,Point
55.727521,37.668201,,Point
55.606233,37.732763,,Point
55.627138,37.591737,,Point
55.627138,37.591737,,Point
55.627138,37.591737,,Point
55.677448,37.59471,,Point
55.677448,37.59471,,Point
55.867703,37.644405,,Point
55.867703,37.644405,,Point
55.664685,37.578262,,Point
55.868299,37.618947,,Point
55.868299,37.618947,,Point
55.868299,37.618947,,Point
55.86843,37.610907,,Point
55.86843,37.610907,,Point
55.86843,37.610907,,Point
55.86843,37.610907,,Point
55.86843,37.610907,,Point
55.670844,37.775433,,Point
55.71378,37.772855,,Point
55.71378,37.772855,,Point
55.67493,37.806488,,Point
55.67493,37.806488,,Point
55.772613,37.705562,,Point
55.709931,37.761186,,Point
55.709931,37.761186,,Point
55.709931,37.761186,,Point
55.683747,37.56335,,Point
55.606004,37.72131,,Point
55.606004,37.72131,,Point
55.704027,37.940858,,Point
55.715783,37.774796,,Point
55.702414,37.940427,,Point
55.519177,37.347925,,Point
55.609095,37.599328,,Point
55.609095,37.599328,,Point
55.632438,37.748412,,Point
55.702414,37.940427,,Point
55.702414,37.940427,,Point
55.702414,37.940427,,Point
55.702414,37.940427,,Point
55.702414,37.940427,,Point
55.702414,37.940427,,Point
55.702414,37.940427,,Point
55.702414,37.940427,,Point
55.702414,37.940427,,Point
55.471311,37.575352,,Point
55.581739,37.691243,,Point
55.581739,37.691243,,Point
55.581739,37.691243,,Point
55.581739,37.691243,,Point
55.581739,37.691243,,Point
55.581739,37.691243,,Point
55.581739,37.691243,,Point
55.581739,37.691243,,Point
55.705594,37.454861,,Point
55.737583,37.704448,,Point
55.737583,37.704448,,Point
55.587423,37.651565,,Point
55.587423,37.651565,,Point
55.587423,37.651565,,Point
55.587423,37.651565,,Point
55.707055,37.793085,,Point
55.86892,37.480094,,Point
55.67459,37.806129,,Point
55.67459,37.806129,,Point
55.741115,37.413682,,Point
55.741115,37.413682,,Point
55.853102,37.445716,,Point
55.853102,37.445716,,Point
55.709297,37.780176,,Point
55.710027,37.760476,,Point
55.691242,37.811078,,Point
55.846785,37.586221,,Point
55.846785,37.586221,,Point
55.846785,37.586221,,Point
55.870157,37.481415,,Point
55.865738,37.673942,,Point
55.865738,37.673942,,Point
55.865738,37.673942,,Point
55.865738,37.673942,,Point
55.865738,37.673942,,Point
55.865738,37.673942,,Point
55.641707,37.607673,,Point
55.641707,37.607673,,Point
55.641707,37.607673,,Point
55.641707,37.607673,,Point
55.722198,37.6729,,Point
55.722198,37.6729,,Point
55.61841,37.756578,,Point
55.61841,37.756578,,Point
55.61841,37.756578,,Point
55.534688,37.522072,,Point
55.712071,37.760827,,Point
55.894202,37.599777,,Point
55.894202,37.599777,,Point
55.894202,37.599777,,Point
55.894202,37.599777,,Point
55.894202,37.599777,,Point
55.827312,37.601241,,Point
55.827312,37.601241,,Point
55.643658,37.709901,,Point
55.643658,37.709901,,Point
55.643658,37.709901,,Point
55.643658,37.709901,,Point
55.643658,37.709901,,Point
55.643658,37.709901,,Point
55.643658,37.709901,,Point
55.643658,37.709901,,Point
55.643658,37.709901,,Point
55.672661,37.820906,,Point
55.644196,37.722792,,Point
55.644196,37.722792,,Point
55.644196,37.722792,,Point
55.644196,37.722792,,Point
55.643343,37.722702,,Point
55.643343,37.722702,,Point
55.643343,37.722702,,Point
55.643343,37.722702,,Point
55.643343,37.722702,,Point
55.643343,37.722702,,Point
55.643343,37.722702,,Point
55.643343,37.722702,,Point
55.643343,37.722702,,Point
55.643343,37.722702,,Point
55.643343,37.722702,,Point
55.71551,37.774113,,Point
55.71551,37.774113,,Point
55.71551,37.774113,,Point
55.739458,37.566288,,Point
55.739458,37.566288,,Point
55.739458,37.566288,,Point
55.739458,37.566288,,Point
55.739458,37.566288,,Point
55.891835,37.570671,,Point
55.891835,37.570671,,Point
55.891835,37.570671,,Point
55.891835,37.570671,,Point
55.891835,37.570671,,Point
55.891835,37.570671,,Point
55.891835,37.570671,,Point
55.891835,37.570671,,Point
55.891835,37.570671,,Point
55.707451,37.787084,,Point
55.707902,37.792834,,Point
55.707902,37.792834,,Point
55.707902,37.792834,,Point
55.707902,37.792834,,Point
55.707902,37.792834,,Point
55.707902,37.792834,,Point
55.707902,37.792834,,Point
55.866697,37.672603,,Point
55.852243,37.610997,,Point
55.852243,37.610997,,Point
55.852243,37.610997,,Point
55.852243,37.610997,,Point
55.852243,37.610997,,Point
55.852243,37.610997,,Point
55.852243,37.610997,,Point
55.852243,37.610997,,Point
55.737137,37.709901,,Point
55.861307,37.363475,,Point
55.70913,37.789375,,Point
55.90413,37.57766,,Point
55.90413,37.57766,,Point
55.90413,37.57766,,Point
55.90413,37.57766,,Point
55.90413,37.57766,,Point
55.428975,36.868575,,Point
55.574543,37.477426,,Point
55.704027,37.940858,,Point
55.704027,37.940858,,Point
55.778487,37.53367,,Point
55.778487,37.53367,,Point
55.778487,37.53367,,Point
55.708785,37.826754,,Point
55.708785,37.826754,,Point
55.856351,37.445527,,Point
55.647092,37.410448,,Point
55.647092,37.410448,,Point
55.647092,37.410448,,Point
55.647092,37.410448,,Point
55.647092,37.410448,,Point
55.647092,37.410448,,Point
55.647092,37.410448,,Point
55.584833,37.671543,,Point
55.584833,37.671543,,Point
55.584833,37.671543,,Point
55.584833,37.671543,,Point
55.584833,37.671543,,Point
55.584833,37.671543,,Point
55.584833,37.671543,,Point
55.584833,37.671543,,Point
55.608668,38.078633,,Point
55.608668,38.078633,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.655783,37.744576,,Point
55.863874,37.675011,,Point
55.71306,37.740381,,Point
55.71306,37.740381,,Point
55.519886,37.345131,,Point
55.519886,37.345131,,Point
55.700167,37.826017,,Point
55.700167,37.826017,,Point
55.700167,37.826017,,Point
55.700167,37.826017,,Point
55.700167,37.826017,,Point
55.700167,37.826017,,Point
55.700167,37.826017,,Point
55.741054,37.885207,,Point
55.889124,37.607134,,Point
55.889124,37.607134,,Point
55.889124,37.607134,,Point
55.889124,37.607134,,Point
55.889124,37.607134,,Point
55.890108,37.609002,,Point
55.890108,37.609002,,Point
55.890108,37.609002,,Point
55.890108,37.609002,,Point
55.890108,37.609002,,Point
55.890108,37.609002,,Point
55.780805,37.738027,,Point
55.780805,37.738027,,Point
55.741054,37.885207,,Point
55.741054,37.885207,,Point
55.741054,37.885207,,Point
55.741054,37.885207,,Point
55.741054,37.885207,,Point
55.671575,37.594351,,Point
55.890108,37.609002,,Point
55.890108,37.609002,,Point
55.890108,37.609002,,Point
55.890108,37.609002,,Point
55.890108,37.609002,,Point
55.890108,37.609002,,Point
55.890108,37.609002,,Point
55.890108,37.609002,,Point
55.890108,37.609002,,Point
55.890108,37.609002,,Point
55.593243,37.461248,,Point
55.587423,37.651565,,Point
55.616026,37.600244,,Point
55.52886,37.516341,,Point
55.52886,37.516341,,Point
55.52886,37.516341,,Point
55.52886,37.516341,,Point
55.756254,37.405489,,Point
55.756254,37.405489,,Point
55.704027,37.940858,,Point
55.548721,37.57068,,Point
55.864631,37.557035,,Point
55.622395,37.488179,,Point
55.622395,37.488179,,Point
55.622395,37.488179,,Point
55.622395,37.488179,,Point
55.714592,37.400081,,Point
55.757997,37.542653,,Point
55.747753,37.421928,,Point
55.747753,37.421928,,Point
55.747753,37.421928,,Point
55.747753,37.421928,,Point
55.747753,37.421928,,Point
55.747753,37.421928,,Point
55.747753,37.421928,,Point
55.747753,37.421928,,Point
55.747753,37.421928,,Point
55.747753,37.421928,,Point
55.747753,37.421928,,Point
55.503553,37.599795,,Point
55.503553,37.599795,,Point
55.503553,37.599795,,Point
55.503553,37.599795,,Point
55.503553,37.599795,,Point
55.503553,37.599795,,Point
55.503553,37.599795,,Point
55.503553,37.599795,,Point
55.996953,37.202883,,Point
55.996953,37.202883,,Point
55.847341,37.488206,,Point
55.847341,37.488206,,Point
55.69593,37.813818,,Point
55.86602,37.650253,,Point
55.609233,37.529412,,Point
55.609233,37.529412,,Point
55.609233,37.529412,,Point
55.609233,37.529412,,Point
55.609233,37.529412,,Point
55.801313,37.634326,,Point
55.762895,37.48534,,Point
55.762895,37.48534,,Point
55.762895,37.48534,,Point
55.762895,37.48534,,Point
55.762895,37.48534,,Point
55.762895,37.48534,,Point
55.788981,37.613135,,Point
55.779864,37.494755,,Point
55.731201,37.747909,,Point
55.708785,37.826754,,Point
55.653177,37.571165,,Point
55.735201,37.494647,,Point
55.67493,37.806488,,Point
55.744019,37.866558,,Point
55.741384,37.868454,,Point
55.676676,37.759686,,Point
55.671854,37.459011,,Point
55.749501,37.824607,,Point
55.686092,37.574705,,Point
55.887276,37.651394,,Point
55.888972,37.655553,,Point
55.518041,37.343829,,Point
55.601503,37.343254,,Point
55.657088,37.593291,,Point
55.657088,37.593291,,Point
55.487912,37.296443,,Point
55.688299,37.855177,,Point
55.688299,37.855177,,Point
55.688299,37.855177,,Point
55.688299,37.855177,,Point
55.688299,37.855177,,Point
55.688299,37.855177,,Point
55.688299,37.855177,,Point
55.688299,37.855177,,Point
55.688299,37.855177,,Point
55.688299,37.855177,,Point
55.688299,37.855177,,Point
55.55059,37.56485,,Point
55.55059,37.56485,,Point
55.861307,37.521533,,Point
55.861307,37.521533,,Point
55.861307,37.521533,,Point
55.71765,37.89526,,Point
55.71765,37.89526,,Point
55.641671,37.655616,,Point
55.815782,37.789178,,Point
55.815782,37.789178,,Point
55.815782,37.789178,,Point
55.642316,37.596237,,Point
55.642316,37.596237,,Point
55.801485,37.573223,,Point
55.801485,37.573223,,Point
55.801485,37.573223,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.870157,37.481415,,Point
55.870157,37.481415,,Point
55.870157,37.481415,,Point
55.870157,37.481415,,Point
55.807607,37.776808,,Point
55.807607,37.776808,,Point
55.807607,37.776808,,Point
55.807607,37.776808,,Point
55.79141,37.62448,,Point
55.661267,37.584047,,Point
55.661267,37.584047,,Point
55.661267,37.584047,,Point
55.618542,37.732072,,Point
55.615843,37.728092,,Point
55.615843,37.728092,,Point
55.615843,37.728092,,Point
55.783281,37.449632,,Point
55.872526,37.544575,,Point
55.872526,37.544575,,Point
55.872526,37.544575,,Point
55.872526,37.544575,,Point
55.872526,37.544575,,Point
55.515686,37.35433,,Point
55.515686,37.35433,,Point
55.515686,37.35433,,Point
55.515686,37.35433,,Point
55.913565,37.553972,,Point
55.705184,37.773933,,Point
55.845132,37.483247,,Point
55.845132,37.483247,,Point
55.845132,37.483247,,Point
55.593029,37.606388,,Point
55.758362,37.833141,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.857291,37.563332,,Point
55.660531,37.625999,,Point
55.758554,37.799239,,Point
55.881056,37.591701,,Point
55.881056,37.591701,,Point
55.756852,37.806479,,Point
55.882177,37.541198,,Point
55.756254,37.405489,,Point
55.756254,37.405489,,Point
55.758554,37.799239,,Point
55.715783,37.774796,,Point
55.635955,37.338017,,Point
55.635955,37.338017,,Point
55.635955,37.338017,,Point
55.635955,37.338017,,Point
55.635955,37.338017,,Point
55.635955,37.338017,,Point
55.635955,37.338017,,Point
55.635955,37.338017,,Point
55.635955,37.338017,,Point
55.635955,37.338017,,Point
55.635955,37.338017,,Point
55.635955,37.338017,,Point
55.635955,37.338017,,Point
55.65305,37.576519,,Point
55.610158,37.747927,,Point
55.856735,37.474345,,Point
55.762895,37.48534,,Point
55.644999,37.36723,,Point
55.644999,37.36723,,Point
55.644999,37.36723,,Point
55.644999,37.36723,,Point
55.644999,37.36723,,Point
55.644999,37.36723,,Point
55.644999,37.36723,,Point
55.644999,37.36723,,Point
55.644999,37.36723,,Point
55.644999,37.36723,,Point
55.644999,37.36723,,Point
55.644999,37.36723,,Point
55.644999,37.36723,,Point
55.644999,37.36723,,Point
55.63439,37.797065,,Point
55.63439,37.797065,,Point
55.645182,37.721355,,Point
55.645182,37.721355,,Point
55.645182,37.721355,,Point
55.645182,37.721355,,Point
55.645182,37.721355,,Point
55.631915,37.801305,,Point
55.631915,37.801305,,Point
55.631915,37.801305,,Point
55.631915,37.801305,,Point
55.631915,37.801305,,Point
55.631915,37.801305,,Point
55.631915,37.801305,,Point
55.866283,37.470392,,Point
55.866283,37.470392,,Point
55.62912,37.794523,,Point
55.852895,37.44082,,Point
55.657164,37.77184,,Point
55.803494,37.809309,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.872082,37.704197,,Point
55.872082,37.704197,,Point
55.872082,37.704197,,Point
55.63439,37.797065,,Point
55.737583,37.704448,,Point
55.737583,37.704448,,Point
55.755581,37.788674,,Point
55.834785,37.519602,,Point
55.764921,37.674103,,Point
55.764921,37.674103,,Point
55.764921,37.674103,,Point
55.639344,37.342948,,Point
55.639344,37.342948,,Point
55.639344,37.342948,,Point
55.639344,37.342948,,Point
55.639344,37.342948,,Point
55.639344,37.342948,,Point
55.639344,37.342948,,Point
55.639344,37.342948,,Point
55.639344,37.342948,,Point
55.639344,37.342948,,Point
55.639344,37.342948,,Point
55.639344,37.342948,,Point
55.639344,37.342948,,Point
55.639344,37.342948,,Point
55.639344,37.342948,,Point
55.630451,37.795017,,Point
55.630451,37.795017,,Point
55.630451,37.795017,,Point
55.618878,37.4144,,Point
55.618878,37.4144,,Point
55.618878,37.4144,,Point
55.618878,37.4144,,Point
55.618878,37.4144,,Point
55.631915,37.801305,,Point
55.666767,37.620366,,Point
55.612177,37.59922,,Point
55.612177,37.59922,,Point
55.612177,37.59922,,Point
55.612177,37.59922,,Point
55.612177,37.59922,,Point
55.612177,37.59922,,Point
55.612177,37.59922,,Point
55.612177,37.59922,,Point
55.612177,37.59922,,Point
55.877198,37.512425,,Point
55.839896,37.403351,,Point
55.839896,37.403351,,Point
55.839896,37.403351,,Point
55.839896,37.403351,,Point
55.659683,37.778515,,Point
55.730948,37.64401,,Point
55.986229,37.162746,,Point
55.824314,37.76539,,Point
55.690755,37.532511,,Point
55.690755,37.532511,,Point
55.690755,37.532511,,Point
55.690755,37.532511,,Point
55.690755,37.532511,,Point
55.690755,37.532511,,Point
55.690755,37.532511,,Point
55.690755,37.532511,,Point
55.690755,37.532511,,Point
55.690755,37.532511,,Point
55.834674,37.532053,,Point
55.834674,37.532053,,Point
55.877183,37.652481,,Point
55.877183,37.652481,,Point
55.877183,37.652481,,Point
55.877183,37.652481,,Point
55.877183,37.652481,,Point
55.877183,37.652481,,Point
55.877183,37.652481,,Point
55.877183,37.652481,,Point
55.877183,37.652481,,Point
55.877183,37.652481,,Point
55.877183,37.652481,,Point
55.877183,37.652481,,Point
55.63471,37.522522,,Point
55.732839,37.475764,,Point
55.87943,37.713468,,Point
55.642525,37.543318,,Point
55.642525,37.543318,,Point
55.887932,37.617294,,Point
55.888442,37.669531,,Point
55.888442,37.669531,,Point
55.767752,37.738207,,Point
55.667198,37.643588,,Point
55.853734,37.349695,,Point
55.865596,37.556253,,Point
55.674062,37.530535,,Point
55.674062,37.530535,,Point
55.757916,37.82016,,Point
55.756852,37.806479,,Point
55.756852,37.806479,,Point
55.756852,37.806479,,Point
55.756852,37.806479,,Point
55.756852,37.806479,,Point
55.847285,37.367544,,Point
55.712071,37.760827,,Point
55.55059,37.56485,,Point
55.83249,37.506011,,Point
55.504899,37.594567,,Point
55.803277,37.633257,,Point
55.714592,37.400081,,Point
55.714592,37.400081,,Point
55.714592,37.400081,,Point
55.714592,37.400081,,Point
55.730177,37.592446,,Point
55.872375,37.552229,,Point
55.872375,37.552229,,Point
55.872375,37.552229,,Point
55.872597,37.555409,,Point
55.872597,37.555409,,Point
55.872597,37.555409,,Point
55.872526,37.544575,,Point
55.872526,37.544575,,Point
55.872375,37.552229,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.599672,37.664599,,Point
55.795641,37.386921,,Point
55.618878,37.4144,,Point
55.618878,37.4144,,Point
55.846795,37.350485,,Point
55.677539,37.634398,,Point
55.676585,37.634092,,Point
55.834785,37.519602,,Point
55.6556,37.357905,,Point
55.66731,37.64763,,Point
55.712127,37.739555,,Point
55.836777,37.525827,,Point
55.516955,37.352039,,Point
55.77791,37.613898,,Point
55.77791,37.613898,,Point
55.77791,37.613898,,Point
55.77791,37.613898,,Point
55.518041,37.343829,,Point
55.793773,37.783464,,Point
55.793773,37.783464,,Point
55.806636,37.781533,,Point
55.806636,37.781533,,Point
55.704727,37.745304,,Point
55.79891,37.799823,,Point
55.901813,37.574705,,Point
55.621394,37.303629,,Point
55.669249,37.861402,,Point
55.542207,37.527507,,Point
55.704509,37.792915,,Point
55.704509,37.792915,,Point
55.704509,37.792915,,Point
55.704509,37.792915,,Point
55.662963,37.528217,,Point
55.662963,37.528217,,Point
55.662963,37.528217,,Point
55.667198,37.643588,,Point
55.624174,37.311229,,Point
55.639085,37.767232,,Point
55.639085,37.767232,,Point
55.903973,37.591297,,Point
55.903973,37.591297,,Point
55.903973,37.591297,,Point
55.863343,37.586958,,Point
55.890633,37.58879,,Point
55.901122,37.585296,,Point
55.890633,37.58879,,Point
55.890633,37.58879,,Point
55.705594,37.454861,,Point
55.853734,37.349695,,Point
55.683229,37.66821,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.790767,37.687946,,Point
55.877198,37.512425,,Point
55.877198,37.512425,,Point
55.639781,37.612326,,Point
55.913565,37.553972,,Point
55.844728,37.345392,,Point
55.844728,37.345392,,Point
55.865596,37.556253,,Point
55.857291,37.563332,,Point
55.874243,37.549444,,Point
55.872526,37.544575,,Point
55.865596,37.556253,,Point
55.865596,37.556253,,Point
55.876021,37.554699,,Point
55.876021,37.554699,,Point
55.865596,37.556253,,Point
55.868627,37.60434,,Point
55.881056,37.591701,,Point
55.585464,37.66539,,Point
55.662963,37.528217,,Point
55.584833,37.671543,,Point
55.585464,37.66539,,Point
55.707167,37.760243,,Point
55.691242,37.811078,,Point
55.705184,37.773933,,Point
55.806525,37.504681,,Point
55.989295,37.233246,,Point
55.996953,37.202883,,Point
55.996953,37.202883,,Point
55.872375,37.552229,,Point
55.645182,37.721355,,Point
55.869647,37.619405,,Point
55.705285,37.574471,,Point
55.833718,37.592168,,Point
55.638358,37.675729,,Point
55.61841,37.756578,,Point
55.61841,37.756578,,Point
55.890542,37.651843,,Point
55.4636,37.281854,,Point
55.865626,37.570581,,Point
55.80103,37.766998,,Point
55.80103,37.766998,,Point
55.52886,37.516341,,Point
55.534408,37.531038,,Point
55.534408,37.531038,,Point
55.696387,37.739528,,Point
55.613687,37.713773,,Point
55.612177,37.59922,,Point
55.612177,37.59922,,Point
55.612177,37.59922,,Point
55.644999,37.486275,,Point
55.931971,37.54975,,Point
55.669727,37.589608,,Point
55.519177,37.347925,,Point
55.716899,37.630544,,Point
55.802922,37.547504,,Point
55.802922,37.547504,,Point
55.500432,37.329608,,Point
55.518041,37.343829,,Point
55.514687,37.354465,,Point
55.514687,37.354465,,Point
55.514687,37.354465,,Point
55.514687,37.354465,,Point
55.515686,37.35433,,Point
55.718091,37.674005,,Point
55.503859,37.332663,,Point
55.503859,37.332663,,Point
55.71306,37.740381,,Point
55.627138,37.591737,,Point
55.673362,37.505499,,Point
55.77552,37.493937,,Point
55.643343,37.722702,,Point
55.842469,37.420904,,Point
55.683564,37.602957,,Point
55.756852,37.806479,,Point
55.842565,37.379186,,Point
55.85772,37.34938,,Point
55.713953,37.803497,,Point
55.697072,37.815705,,Point
55.655671,37.565272,,Point
55.655671,37.565272,,Point
55.655671,37.565272,,Point
55.655671,37.565272,,Point
55.655671,37.565272,,Point
55.724753,37.467302,,Point
55.649053,37.402866,,Point
55.660531,37.625999,,Point
55.806252,37.612964,,Point
55.806252,37.612964,,Point
55.822615,37.653361,,Point
55.831853,37.349677,,Point
55.767306,37.55796,,Point
55.727521,37.668201,,Point
55.659312,37.492527,,Point
55.659312,37.492527,,Point
55.793773,37.783464,,Point
55.847341,37.488206,,Point
55.809707,37.450297,,Point
55.707152,37.658877,,Point
55.707152,37.658877,,Point
55.563656,37.569306,,Point
55.563656,37.569306,,Point
55.670087,37.647738,,Point
55.704509,37.792915,,Point
55.662963,37.528217,,Point
55.800807,37.503037,,Point
55.748939,37.812668,,Point
55.814578,37.790022,,Point
55.882071,37.52686,,Point
55.803024,37.60849,,Point
55.80608,37.610853,,Point
